Nome;Documento;Idade;Curso;Modalidade
Willian Marini;746.176.149-A;15;EQ;A2
Izis Romancini;286.781.414;19;NH;B1
Andreia de Oliveira;56.636.691-B;17;FB;C2
Renato Matsumoto Passarelli Ramirez Apolinario;767.982.461-Z;15;NA;C1
Lavinia Mantovani;526.798.727-Z;17;FL;B1
Maria Jose Rocha Penna;484.790.598-Z;18;NN;C1
Vagner Rupp Sampaio;247.901.676;20;MA;C2
Rafaela Romano;678.323.603-Y;16;NH;A1
Ivanildo Yamamoto;708.516.597;18;ML;A1
Vanderson Correa Almeida Bresciani;311.283.240;18;HS;A1
Olivia Bertoni;35.442.300-B;20;CC;A1
Sergio Felix;211.681.560-A;17;FL;C2
Alexandre Tagliari Junqueira;417.622.279;18;MB;C2
Volnei Gatti;848.411.647-B;20;NA;B1
Henrique Saboia;250.165.490;20;FB;C1
Gustavo Bergamasco;935.760.338;20;NN;B1
Jose Pedro Salazar;248.143.548-X;16;HL;B2
Renato Liberatori Aquino Bergamasco Salazar;818.217.952;19;BE;C2
Ariovaldo Melo Jurgensen;987.344.298-A;15;AC;B1
Patrick Russeldorf Bertoni;724.855.741;15;MB;A1
Agata Starkey;405.207.719-B;20;EA;A1
Maicol Harrison;555.275.365;20;NH;B1
Alexandre Oliveira Macedo Dias;477.432.451;19;FL;B1
Mario Sergio Jurgensen Americano Boldrini Marchetti;785.458.143-X;18;MC;B2
Marco Aurelio Xavier Almeida del Vecchio Nogueira;617.933.759;20;NH;B2
Senor Aquino;843.723.822-B;17;HL;A1
Candido Delmiro;385.723.617;20;ML;C2
Edson Santos;500.994.916;17;EE;C1
Ana Renata Salazar;754.611.397;19;MB;C1
Albertina Rocha;575.374.827-B;20;EC;A1
Martin Abravanel;965.448.414-C;19;NN;A2
Juliana Goncalves;174.522.320-Y;17;AR;C1
Jose Pedro Maia;995.873.826;15;MA;C1
George Russeldorf;880.298.826;17;NA;A2
Mario Doval Carvalhaes;129.268.329;19;EE;C1
Flavia Doval Donato;269.476.950;16;FB;C1
Thiago Palma;900.945.965-X;18;MA;B2
Valdivino Santini Brancaleone;975.157.501-C;16;EA;C2
Francisco Goncalvez Fujimori Romancini;31.849.945;19;AC;A2
Nilson di Giorgio;908.521.951-B;19;AR;C2
Luiz Figueiredo Martins Gatti;605.463.345;19;MB;A1
Jose Renato Pereira;282.429.920;15;ML;C1
Maura Cabral;882.349.130-X;17;NA;A2
Cristiana Magalhaes;342.795.746-Y;18;EE;A1
Alice Maria Moreira;7.295.539-Y;18;AR;C1
Petra Vicentini Zeppelin Silverio Romancini;456.882.261-B;15;EA;C1
Cecilia de Oliveira Brancaleone;367.995.790;17;NL;B1
Ivanildo Tucunduva Goncalves Lessa;870.954.846;20;MA;C1
Fabiola Rocha;107.184.397-Z;16;AC;A2
Regina Silva;768.143.395-B;18;BE;B2
Zildo Marini;743.472.682-Y;17;EE;A2
Ernesto Modenesi;318.303.526-Z;17;NH;A2
Pedro Luiz Brescianni Boldrini;116.682.949;20;NH;A2
Danilo Candido;277.608.656-A;20;NA;B1
Ricarda Simoes;250.977.118;15;NA;A2
Regina Simoes;86.287.833;16;FL;C2
Maura Delmiro Geraldo Rupini;84.277.187-Z;20;EA;A1
Jaco Palma;824.141.201;20;EA;C1
Juliano Fleury;760.147.479;18;AC;B1
Vanda Archangelo;298.803.527-Y;15;CC;C2
Maria Luiza Abravanel;987.598.154-Z;16;FL;C2
Michelle Mandell;991.514.179-B;17;NL;B1
Fabiano Bresciani;329.600.221-Y;18;EM;C1
Vitoria Watanabe da Silva Bressan;739.759.997-C;16;BE;B2
Joao Marcos Liberatori Madeira Faria;905.445.401;16;ML;C2
Luiz Augusto Palma;425.683.197;16;NN;C2
Luiz Yakoub Cadete Apolinario Carboni;776.659.898-A;18;EA;A1
Vinicius Romano;849.796.177-Y;19;AC;B1
Cristiana Wander Rocha;84.555.227-C;16;HL;B1
Maria Cristina Goncalvez;354.784.860;19;EQ;B1
Isaac Felix;251.788.620;18;EE;B1
Jaco Goes;192.947.580;20;EA;A2
Senor Boldrini Xavier;437.274.106-Z;19;EM;B1
Rosana Rochester;70.984.575-B;20;FB;C1
Luiz Augusto dos Santos von Zuben;787.590.100;19;NA;A1
Alberta Maia Antonioni Simoes;305.453.425-X;17;EA;A1
Joao Luiz Xavier;496.554.995;18;FB;A2
Vagner Faria Colombo Rocha;367.901.828;17;EA;C1
Geraldo Figueiredo;394.722.532-Y;15;FL;A2
Bruno Bretzel Silva Pinto;714.730.958;20;FB;A1
Guilhermina Ferraz;151.298.985-X;20;MB;B1
Caetano Camillo Carvalho Saboia Candido;174.978.880;16;AC;C1
Marta Penha Wander Lessa;987.447.724-C;19;BE;B1
Evair Marchetti;294.343.120-Z;15;NA;B2
Lino Prates;234.950.559-Y;16;MB;C1
Marcelo Simoes;435.142.952-C;18;EE;C2
Alice Maria Junqueira Russeldorf Tachelli;323.654.870-A;18;BE;C2
Jose Roberto Maia Figueiredo;947.424.902-Z;18;NH;C2
Mario Cabral Amaral Lotufo Tanaka;664.429.601-Y;20;NL;C1
Geraldo Goes;861.348.278;19;CC;C1
Felipe Auerbach Madeira;650.420.148-Y;18;FL;B2
Georgina Motoyama;314.641.198-Y;16;NN;C2
Johnny Ramos Motoyama;685.981.596-C;17;HS;C2
Johnny Caetano;367.642.608;19;FB;C1
Olivio Saboia;685.509.616;16;NA;C2
Samuel Boldrini;318.765.731-Y;15;EM;B2
Thiago Donato;208.546.311-C;19;FB;A2
Jose Osvaldo Mandell;656.634.955-B;20;NL;A1
Alberto Bretzel;7.651.105-X;17;EA;C1
Martin Antonioni Correa;667.788.747;19;NA;A2
Maria Luiza Gatti;252.689.145;15;NH;C2
Mayanna Henriques Favero;646.807.203-A;16;MA;A2
Michel Watanabe Yakoub;725.672.569-C;15;CC;C1
Senor Rocha;239.930.328-A;18;BE;B1
Samuel Maia Acceturi;407.230.708-Y;20;BE;C1
Edilene Donato;692.291.558;18;EM;B2
Ana Renata Macedo Antonioni Almeida Sampaio;763.762.967;18;NL;C2
Fabiano Almeida Bertoncini;528.122.660-C;20;FL;A1
Davi Pinheiro;221.511.198;15;CC;A2
George Bruni Watanabe;943.863.868-B;17;MB;C1
Francisco Bretzel Caetano Berger;251.369.204-B;18;BE;C1
Eulalia Correia;88.492.470-X;17;EQ;B2
Andreia Segall Bretzel;668.402.255;19;HS;C1
Lino Pereira da Mata Coutinho Agostinho;539.409.938;16;ML;A1
Mayanna Gatti;859.557.938-A;17;AC;B1
Silverio Felix;302.234.586-B;17;EC;A2
Vanda Camara;936.816.994-Y;19;HL;A1
Vitorio da Silva dos Santos Nogueira;434.493.420-B;16;EM;B2
Luiza Carboni;902.503.714;20;NN;A1
Vitoria Motoyama Doval;362.614.539-B;15;MA;A1
Vagner Burrel Fonseca Felix Tanaka;352.768.279-Y;20;MA;A2
Renato Simoes Amaral Teixeira Goldstein;387.942.908-Z;19;EE;C2
Luiz Augusto Madeira Leite;525.143.746-B;17;EE;A1
Silverio Candido Colombo Tagliari Tanaka;525.420.838-Z;20;NL;A1
Augusto Caetano Prates Pereira Lessa;42.992.623;17;MA;A2
Caetano Maia de Oliveira;25.776.626-A;18;SL;C2
Adalberto Marchetti Starkey Matsui;673.924.798-Z;17;EC;B2
Evandro Correia;374.995.869;17;CC;C2
Gladys Nakamura Pinto Bressan;875.606.630;19;CC;A2
Maria Benta Almeida;426.921.731-C;17;HL;B2
Tomas Parente Starkey;111.891.813;20;CC;B2
Volnei Oliveira;473.690.976-Y;18;EA;B1
Andreia Carvalho Henriques Girardi;120.956.784;16;AC;C1
Alberto Auerbach;531.969.786-Y;20;NN;C2
Isaac Maciel Cunhado Carboni Xavier;956.237.354;16;FL;C1
Angelo Juliani;413.387.623-Y;20;NL;C2
Patrick Carmignani Teixeira Rochester Levi;95.832.783;20;MC;B2
Lavinia Rocha Doval;50.615.676-Y;18;MB;B2
Marcio Marchetti Amaral;933.898.977;17;FB;B1
Candida Faria;52.958.643-A;17;HS;A2
Marcela Carvalho;389.927.914;19;MC;C2
Cecilia Salazar;803.508.805;18;BE;C2
Leandro Motoyama Americano;369.837.636;20;FB;A1
Jose Pedro de Abreu Moreira Xavier;135.615.272-Y;17;HL;A2
Gladys Madeira;399.906.482-B;15;MB;A1
Sergio Fujimori;204.757.245;15;FB;B1
Vanda Mangini;98.438.891;16;NL;C1
Candida Junqueira Gatti;388.202.839-C;17;AC;B1
Geraldo Pereira Amaral Junqueira Goes;619.711.722;16;NH;C2
Tina Mussel Fleury;202.648.296;18;ML;B2
Candida Gatti Pinto Portinari Motoyama;957.707.165;15;EC;C2
Jose Roberto de Abreu Almeida Almeida Gatti;451.344.990-A;16;MB;B2
Cristiana Motoyama Bartolini Agostinho Madeira;647.163.547-Y;20;AC;B2
Maria Cristina Geraldo;672.520.586-Y;19;NA;A2
Nilson Lotufo Matheny;519.486.224;18;AR;A2
Maicol Penna;593.620.185-Z;20;MC;C1
Rosana Silverio;504.137.993-B;16;MB;C2
Regina Bretzel;339.875.608;18;NH;A1
Livia Archangelo;364.344.113;16;NA;C2
Jose Maria Mandell;420.187.701-A;16;MB;B2
Marcia Candido dos Afonsos;202.648.655;19;HL;A1
Adoniram Nogueira Antonioni;50.162.186;17;ML;A1
Felipe Penna;370.119.430-A;15;EQ;A2
Agata Palma Fagundes;511.616.790-A;15;EE;C2
Maria Cristina Xavier Nogueira di Giorgio Mamede;638.526.371-Z;18;FB;A2
Renato Cadete;899.873.832-Y;20;CC;B2
Tina Fonseca;662.236.392;17;FB;A1
Mateus Ramos;999.317.236;20;EC;B1
Tomas Colombo Felix Soler Oliveira;509.569.457;17;CC;B1
Heraldo Cunhado Bertoncini;934.669.114-Z;17;MC;C1
Samuel Auerbach;90.644.925;17;NA;B2
Leandro Saboia Oliveira;545.247.730;20;EQ;A2
Luiz Ignacio Souza Goncalves Santana Tachelli;788.982.736-X;20;EA;B2
Joao Carlos Santini;684.293.621;17;EC;B2
Maria Jose Romano;946.509.415-Y;20;NA;A2
Luiz Ignacio Candido Nakamura Oliveira;121.531.682;15;AC;C2
Maria Elisa Marcondes Jurgensen Matheny;915.501.934;20;HS;A2
Vera Lucia Saboia Pini von Zuben;708.634.205-Y;18;HL;C1
Luiz Carlos Santana Magalhaes Levi;662.445.711;20;EQ;B1
Maicol Fonseca;883.102.951;17;NL;B1
Francisco Antonioni Figueiredo Jurgensen Rupp;46.898.785;19;NN;C2
Carla Lotufo Russeldorf;378.869.979;17;MA;B2
Vitorina de Oliveira;392.452.934-Y;15;ML;C1
Marcos Bresciani Cirne Burrel Felix;122.797.918-X;19;SL;B2
Sinval Matheny;880.567.767-Z;18;MB;B1
Angelo Lacerda Segall Nunes;496.856.780;19;NA;C2
Luiz Ignacio Pinto Americano;943.203.738;15;AR;A2
Alda Matsumoto Carvalhaes Abravanel Silverio;833.555.777;19;NL;A1
Pedro Caetano;669.107.896;18;NA;C1
Guilhermina Martins Gatti;874.641.508-Z;19;ML;A1
Alberta Camillo Faria Geraldo de Oliveira;42.839.230-X;18;EE;C2
Patrick Leite Lessa dos Afonsos Carvalhaes;839.284.398-B;15;NA;C2
Vinicius Liberatori;428.300.945;15;EQ;A2
Carlota Santini Faria;539.354.565;19;EM;A2
Vitor Carvalho;94.667.240;15;FB;B2
Lana Moreira;366.100.510-Y;16;AC;B2
Edson Camara;539.994.671-A;16;NH;C2
Mayanna Portinari;206.483.868;19;EE;C2
Guilherme de Oliveira Macedo;408.157.221;16;NH;C2
Vitoria Abravanel Mandell Marcondes Bergamasco;191.168.691-Y;19;EC;C2
Gustavo Silva Pinto;59.104.433-A;17;HS;B1
Alexandre Rocha Amaral Palma;771.762.615-A;18;FB;B2
Petra Burrel Berger;835.668.945-B;15;MA;C2
Vitorina Corsini;438.821.239;18;NL;B1
Silverio Almeida;258.384.228-B;19;EC;C2
Lana Segall;136.699.542;16;SL;B1
Agnes Starkey;533.369.932-C;19;NH;B2
Joao Carlos Abravanel;345.368.520;17;NH;B2
Josefina Tagliari;522.938.734-A;18;EA;B2
Zildo Santini;451.885.557;15;EC;B1
Maria Benta Segall Vicentini Coutinho;793.827.985;17;MC;B1
Joana Luiza Caetano;598.228.558-C;18;NA;C1
Edivaldo Fonseca Pinheiro Fleury;311.678.737-X;16;HL;C1
Albertina Tachelli;117.692.307;16;NA;A2
Andre Corsini Nakamura;859.476.171;15;FB;A2
Aline Magalhaes;965.328.909-X;19;EE;C2
Maria Benta Corracini Liberatori;378.606.379-C;17;NL;A2
Bruna Agostinho Candido;610.645.934;18;EC;A2
Olivio do Monte;510.105.965-Y;18;MB;C2
Lucas Tachelli;565.859.621;17;NH;A1
Joao Pedro Mendonca;541.416.705-A;15;FL;B2
Francisco Tanaka Souza Antonioni Americano;73.562.843-Y;16;EA;B2
Silverio Dias;168.180.814-C;16;SL;B2
Alice Maria Doval;439.902.123;18;NA;C2
Isaac Matsumoto;880.216.260;16;ML;A2
Luiz Antonio Auerbach;262.239.238-B;19;NH;A2
Caetano Romano Bergamasco;502.513.883;19;HS;C1
Lorella Soler;29.634.890;17;HS;C2
Fabiola Fujimori Silverio;442.837.424-B;19;BE;A2
Maria Jose Delmiro;519.217.568-C;15;EE;A2
Joao Luiz Berger Salazar;290.642.635-X;18;AC;C2
Maria Leticia Oliveira;318.850.748-X;15;NH;A1
Maria Cecilia Gatti Pedrosa;398.236.809-B;16;FL;B1
Guilhermina Silva Pinto Silva Pinto de Oliveira;188.171.696-Z;19;EM;B1
Martin Yakoub;725.252.172;19;MC;C1
Juliano de Andrade Yamamoto;579.500.538-X;17;HL;B1
Vagner Romancini;842.755.791-A;19;EE;B2
George Juliani;231.501.589-Y;18;ML;B2
Volnei Bressan Pini;910.820.342-Z;18;HL;A2
Bruna Silverio Canal;529.637.592;17;ML;C2
Maria Luiza Ramos von Zuben Bertoni;289.619.682-B;16;HL;C1
Lucas Portinari Leite;39.545.734;19;MC;B2
Vanderson Marini Marcondes Bertoni Penha;323.560.873;20;MC;C2
Joao Carlos Pereira;515.275.634-Y;16;MB;A2
Luiza Dias;370.945.596;16;NL;A2
Luiz Carlos Lacerda Oliveira Bresciani;564.691.495;18;ML;B2
Ricardo Donato Salazar;326.157.413;19;CC;B2
Ricarda Pinto;393.330.223;18;BE;C1
Maicol Goncalvez Andrade dos Santos;221.848.533;18;ML;C1
Renata Pinheiro Agostinho Cirne;142.650.395-A;17;AC;B2
Zildo da Mata Tagliari Soler;961.546.353;15;EM;B1
Edilene Modenesi;752.422.157-Y;20;FL;C1
Gladys Guedes;563.780.726;19;MA;C2
Tiago Watanabe Conti Romano Moreira;343.762.356-B;19;BE;B1
Elisa Amaral Cunhado Bretzel;58.445.938-X;20;MC;B2
Romao Sampaio;994.198.883-C;19;HS;A2
Aloisio Bergamo;697.823.436;20;FB;C2
Pedro Luiz Candido del Vecchio;194.754.262;16;FB;A1
Marta Madeira Coutinho;368.748.963;20;EC;A1
Mayanna Borghetti Matheny Matheny;829.459.960-C;18;MA;B2
Rafaela Pereira Corracini Oliveira Camara;962.680.894-Y;18;NN;A2
Heraldo Amaral;735.721.694-B;15;MB;B1
Giordano Rupini Lotufo;223.217.735;18;ML;B2
Mauricio Corsini;922.559.174;15;EA;A2
Luiz Antonio Simon da Mata;541.890.180-Y;18;EC;A2
Agata Bergamo;53.307.388;16;NA;B2
Adoniram del Vecchio;578.105.992;15;AR;B2
Joao Marcos Giannini;471.371.206-X;20;NA;C2
Ricardo Aquino Tartini Coutinho;340.620.524-Y;17;NN;B1
Patrick Guedes Rupini Marini;64.543.620-X;20;MB;B1
Vitorio Guedes;100.383.616-Z;15;SL;B1
Maria Leticia Borghetti Silva;971.709.679;19;CC;C1
Fabiola Yamamoto de Abreu Segall Sampaio;196.305.217-C;17;BE;A1
Carlota Correia;181.457.405-Z;18;NN;A2
Senor Geraldo;338.781.614;17;FB;A2
Joana Prates Mamede;843.720.265-B;19;AR;B2
Pedro Nunes Cunhado;660.933.932;18;FB;C2
Luiz Carlos Romancini Bergamo Magalhaes Lessa;897.172.531;15;FL;A2
Daniela Teixeira;70.852.569-B;17;EM;B1
Thomaz Cadete;471.513.760;20;FB;A1
Albertina Corsini Pinheiro Girardi;503.836.612;17;EA;A1
Senor de Andrade Mandell Faria;199.555.283;15;FL;A2
Vitorina dos Afonsos Abravanel Pedrosa;764.378.375;19;HL;C1
Candido Mussel Pereira Santos Simionato;792.966.103-Y;19;SL;B2
Luiz Augusto Goes Candido Almeida;816.164.699-B;16;CC;A1
Elisio Auerbach Delmiro Tucunduva;54.433.737;16;MB;B2
Maria Benta Melo;179.330.402-C;16;MA;C2
Cecilia Passarelli;615.416.163;19;FB;C2
Ernesto Liberatori Pedrosa Ramirez;149.288.780-B;20;BE;C1
Juliano Tachelli;231.371.332-A;20;NA;B1
Maria Luiza Geraldo Pereira Pedrosa;269.849.446-Z;15;HL;C1
Volnei Candido Marchetti;745.651.950;17;EQ;B2
Rodrigo Geraldo Doval;888.533.496;17;EM;A1
Senor Agostinho;59.403.462;18;HS;A1
Candido Prates;267.321.604-X;20;EM;B1
Candida Palma;254.919.439-C;18;FB;B1
Renata da Mata;752.968.741-C;19;NA;B2
Maria Luiza Oliveira Jurgensen;572.748.490;19;AR;B1
Jose Luiz Parente;225.852.323-A;20;CC;A1
Aldo Watanabe Figueiredo;478.904.517-A;17;HL;A2
Danilo Burrel;549.229.558-Y;20;FB;C2
Caetano Mamede Mendonca Coutinho da Silva;869.958.973;16;NL;C1
Jorge Santini de Oliveira dos Afonsos;571.448.324;15;NL;A2
Andre Brancaleone;898.857.750-A;16;EQ;B1
Renata Romancini;938.692.374-B;18;AR;B2
Lucas Guedes;774.854.863;18;EE;C1
Cristina Romano;789.818.392-Z;15;EE;C2
Cristian Penha Figueiredo;541.614.658-Z;17;FB;C2
Jose Maria Silva;546.577.928;16;MB;A2
Adalberto Mandell Mendonca Macedo;96.268.608-C;16;HS;B2
Jose Simoes;584.986.113;20;EE;C2
Rodrigo Ferraz;808.770.562;16;NA;B2
Carlos Jose Martins Takamoto;294.625.227-Y;15;AC;A1
Lino Delmiro;140.434.270;17;NN;A1
Petra di Giorgio;536.512.723-X;20;BE;A1
Fabiana Watanabe;373.562.509;20;FL;C2
Alice Maria dos Santos Magalhaes;977.876.436;18;BE;A1
Henrique Ramirez Kubota;947.580.184;20;FB;A2
Divina Burrel Penna Fagundes Ramirez;104.627.121-A;15;HL;B1
Cristina Marini de Abreu del Vecchio;447.928.532-A;19;EA;B1
Tina Jurgensen;15.323.324;20;HL;C2
Maria Cristina Acceturi;305.139.151;15;CC;C1
Joana Rupp;582.881.501-A;20;FL;C1
Agnes Lacerda;195.597.103-A;17;HS;A1
Elisio Lessa;666.611.572-A;15;NL;A1
Maria Cecilia Geraldo;742.471.455;16;MA;A2
Maria Cristina Tucunduva;598.119.586-C;16;NN;A2
Willian Coutinho Modenesi;106.712.904;16;MA;A1
Michel Abravanel;588.258.969-B;16;NH;B1
Alice Nogueira;524.636.184-Y;16;NN;A2
Marco Ramirez;444.630.153-Z;16;FL;C1
Vera Lucia del Vecchio Nogueira;100.895.612;20;MA;B2
Fabiano Carvalhaes;683.537.728-Z;19;NA;A1
Vitor di Giorgio Acceturi Correa Mamede;199.253.321;15;EC;B1
Mauricio Acceturi;574.577.426-Y;17;FL;B2
Valdivino Carvalho de Oliveira Fonseca;946.136.560;16;AR;C2
Rosiane Marchetti Dias Romancini Simon;175.673.800-X;16;NL;C1
Marcela Vicentini Lessa;949.933.564-Y;19;HL;B1
Maria Leticia Soler Parente Carvalhaes Matsumoto;831.858.227;15;NA;C1
Ramona Salazar;531.337.441;19;NL;C2
Nestor Mantovani;13.272.774;15;BE;C2
Josefina Harrison Nunes Juliani;64.997.393-C;17;AC;A1
Fabiano Watanabe;393.827.374-Z;18;ML;A1
Maria Jose Amaral Goes;425.802.779-Y;19;HS;B1
Danilo Maia Fonseca Acceturi Corracini;480.542.241-B;19;ML;B2
Felipe Caetano Kubota;368.893.630;18;MB;B2
Pedro Luiz Modenesi Fagundes;258.891.836-C;19;EM;C1
Renato Apolinario Parente;158.189.973;19;MC;A1
Jose Luiz Rocha;758.712.712;17;AC;B1
Rodrigo Penna;801.754.319-Z;17;AC;C1
Henrique Rocha;764.406.395-C;16;EC;A2
Humberto Romancini;66.410.976-B;20;MC;C2
Juliano Coutinho;694.923.694-X;20;MC;A1
Vera Lucia Favero;331.580.689;17;FL;B1
Ricarda Cabral;570.307.399;17;FB;A2
Marcio Boldrini;359.331.866-B;19;ML;B1
Marcio Doval Guedes Mandell Giannini;881.642.976-B;20;NL;C1
Daniel Tagliari Xavier Camara;668.663.138-X;18;EC;A1
Marcelo Felix de Abreu Xavier Matsumoto;21.863.412;18;AC;B2
Dario Fagundes;311.487.792-A;16;NH;B1
Vagner Simoes;636.917.129;20;AR;C2
Ramon Tanaka;135.793.299-X;17;SL;A2
Jose Maria Santos Americano;595.676.347;17;EM;B1
Bruna Lessa;468.464.241-A;20;AC;C1
Mario Sergio Santini Fleury;806.604.301-Z;15;MC;B2
Henrique de Abreu;830.182.335;18;NA;C2
Vera Lucia Amaral Rocha Favero Vicentini;55.716.862-Z;19;NL;C1
Rafaela Camillo Rupini Silva Pinto Yamamoto;38.142.956-Y;17;AC;A2
Nilson Marini;338.335.135;15;BE;A1
Alberto Yakoub Simionato;198.465.679-Z;17;FL;B2
Marcos Motoyama Silva Cirne Brancaleone;799.219.926-B;18;EM;B1
Renata Girardi;643.874.537-A;19;NL;B1
Joao Marcos Doval;732.837.216-C;15;EC;A2
Gustavo Bruni de Oliveira Pinto Camara;666.657.200;18;MC;B1
Luiz Antonio dos Santos Mussel;481.267.478;15;BE;B1
Steve de Abreu Modenesi;216.717.728-X;15;AR;B1
Aurelio Marini;403.217.188;16;EC;A1
Aline Burrel;22.256.507;19;MA;C2
Candida Silva Matheny Starkey;650.809.396-A;16;EM;C2
Adalberto Conti;347.778.323;17;AC;A1
Jose Maria Cunhado Pereira;768.224.653;16;MC;C2
Aloisio de Andrade Ferraz Mandell Pedrosa;689.858.271-C;15;NH;B1
Isabel Boldrini;848.291.828;20;FB;C2
Luiz Antonio Ramirez;149.947.200;15;EC;B1
Dario dos Afonsos;36.133.695-B;17;MA;B2
Luiz Augusto Pereira;454.703.574;16;NA;A1
Ana Renata Corracini Modenesi Pini;15.275.848;19;NN;A2
Alice Maria Delmiro Cunhado;798.594.133-X;20;ML;A1
Jose Osvaldo Geraldo;560.967.145-Y;19;MC;C1
Volnei Santos;536.440.653-X;20;EQ;B2
Rosiane Favero;969.233.557-A;20;EC;A2
Aloisio Ferraz;116.156.479;16;NN;C2
Regina Santini;244.881.476-Z;19;BE;C2
Ricarda Silverio;562.620.157-Z;16;NN;A1
Mario Moreira dos Reis;78.854.547-X;19;EM;B1
Georgina Russeldorf Xavier Teixeira Tagliari;815.402.100-Y;15;FL;B1
Andre Rocha Saboia Henriques Carvalhaes;977.435.177-X;17;FB;C1
Bruno Oliveira;689.694.736-X;20;ML;B1
Alberto Bergamasco Bretzel;748.633.550;15;HL;A2
Maria Carolina Marchetti Guedes;421.687.679-B;20;NH;C2
Augusto Rupini;156.533.172-Z;15;FB;C2
Candida Mussel;224.160.117;15;EM;C2
Ernesto Oliveira;631.872.398-A;20;NA;A1
Rosiane di Giorgio;18.175.925;18;NH;A1
Flavio Tartini Carmignani;290.781.384-X;15;EA;B2
Aldo Canal;741.336.452-Z;17;ML;C2
Michelle Colombo;58.810.272;16;NH;B1
Alice Maria Mendonca Maciel Penha;682.676.300;17;AC;B2
Jose Luiz Romano Lacerda;425.490.311-X;18;MC;C1
Giordano di Giorgio;199.227.709;16;EQ;C1
Maria Cecilia Fonseca;859.388.187;16;MB;A2
Olivia dos Santos;549.834.507-Y;16;AC;A1
Humberto Macedo;394.771.776;15;HS;A2
Renato Jurgensen;777.462.596-X;19;EC;A1
Edson del Vecchio;482.874.267-B;19;ML;C1
Guilherme Watanabe Abravanel;588.588.625;20;AC;B1
Fabiano Cirne Mussel;563.686.786-A;15;SL;A2
Jose Archangelo;75.604.475;17;NN;B2
Giordano Passarelli Pereira Mendonca;613.485.986;19;BE;A2
Thiago Soler de Oliveira Salazar;562.115.941-C;15;MC;B1
Francisco Pereira;740.222.937-A;17;HL;A1
Lavinia Simionato Fagundes;790.594.822-Z;15;MB;B2
Leandro de Oliveira Agostinho Americano Zeppelin;331.405.367;16;HL;A1
Francisca Saboia Marini Colombo;147.471.932;18;BE;A2
Sinval Oliveira;603.592.168;19;BE;C2
Michelle Amaral;749.640.536-Y;19;MB;B2
Giordano Lacerda;651.114.665-Z;17;ML;B2
Marcio Rupini Kubota Correa Teixeira;704.687.539;18;MC;A1
Jose Madeira;215.138.114-B;19;SL;B1
Heraldo Penna Penna Pedrosa;657.128.827-A;17;MC;A1
Michelle Watanabe;197.450.482-C;20;EE;C2
Guilherme Delmiro;600.540.446-C;16;FB;B2
Maria Carolina Santana;286.787.942;20;ML;C1
Patrick Jurgensen Amaral Ferraz Almeida;543.184.256-A;17;AC;B2
Jose Roberto Auerbach Tachelli Romancini;272.914.671-X;19;CC;C1
Maria Luiza Camara Archangelo;898.931.804;17;EQ;B2
Lavinia Marcondes Almeida Abravanel Santos;402.751.120;17;NL;A2
Nilson Ferraz Santini;707.251.732-A;15;AC;B2
Antonio Candido Amaral;211.875.325-B;18;MA;C2
Luiz Antonio Ferracini Cascudo;512.198.755;18;AC;A2
Guilhermina Bresciani Geraldi;753.129.923-Y;16;MC;C2
Heraldo Correia;685.645.723-Z;17;EA;A1
Mario Sergio Carboni;5.149.140;18;AC;B2
Adalberto Tucunduva Lotufo Mantovani;401.254.674;16;AC;A2
Joao Carlos da Silva Macedo;698.759.871-C;19;FB;A2
Jose Carlos Pereira Melo Amaral;600.936.285;16;EQ;C1
Marcia Starkey;440.408.466-B;20;EC;C1
Andre Fonseca Borghetti Camara;112.491.432-Z;20;MC;A1
Felipe Yamamoto Mangini Modenesi Borghetti;813.958.155-Y;16;BE;C2
Aline Ferro;138.453.731-A;15;NA;B1
Gustavo da Mata Guedes Modenesi;386.312.743;16;BE;B1
Isabela Passarelli Abravanel Candido;260.354.280;16;EC;C1
Cristina Correia;815.779.187-B;19;AC;C1
Maria Carolina Mendonca Pini Pereira Bartolini;927.552.512-X;19;ML;B1
Lara Goldstein Lacerda;345.402.595-C;15;MC;B1
Flavio Donato Watanabe Borghetti;556.492.300;20;NN;A1
Alberta Caetano Macedo Borghetti;336.875.605;15;FL;C1
Geraldo Romano Tagliari Oliveira;558.319.249;18;ML;A2
Michelle Borghetti;641.252.268-C;19;NH;A2
Andre dos Afonsos Matheny Watanabe Candido;894.154.444-Z;15;SL;C2
Adoniram Coutinho Palma Leite Caetano;504.497.832-A;17;ML;A2
Daniel Xavier Mandell;729.882.104-A;18;ML;A2
Osvaldo Geraldo;667.399.681-X;18;AC;C1
Bruno Mendonca;855.131.370;15;HS;B1
Maria Cristina Cirne Parente;746.533.203-C;16;SL;A2
Maria da Graca Agostinho Almeida Camillo Pereira;883.365.568-Y;20;HL;C1
Luiz Augusto Cabral;697.484.297-X;15;ML;C1
Agnes Bruni;535.184.183;19;EE;B1
Joao Marcos Saboia;347.853.575-Z;16;MA;A2
Daniel Leite;318.514.255-C;18;EA;C2
Maria Cristina Ferro;994.235.931-A;16;CC;C2
Fabiola Silva de Andrade Fagundes Camillo;998.950.226;16;HL;A1
Pedro Luiz Tagliari Andrade Takamoto;382.379.934;18;ML;C2
Bertha Coutinho Goncalves Coutinho;582.322.488-X;20;MA;C2
Marcos Magalhaes Magalhaes;133.674.271;18;MB;C2
Tiago Correa Pereira Takamoto Silva;68.222.348;15;EC;B1
